code,product_name,store_currency,price_per_100,match_scores
7616500012202,Chocolat Tourist Crémant,CHF,5.4,0.75
7616500012233,Tourist Blanca,CHF,5.4,1.0
7616500012509,Chocolat Tourist,CHF,5.4,0.625
7616500013124,Noxana,CHF,4.95,1.0
7616500015609,Langues de Chat en Chocolat au Lait,CHF,2.1,0.5646258503401361
7616500020030,Les Adorables Cremetta,CHF,5.3,1.0
7616500020061,Chocolat Noisettes & crispies,CHF,5.3,0.6736111111111112
7616500020122,Les Délices Crème à l'Orange,CHF,5.3,1.0
7616500020467,Japonais,CHF,1.1818181818181819,1.0
7616500151437,Kisss Party Dark,CHF,1.3768115942028984,1.0
7616500155879,Branches Classic,CHF,3.0952380952380953,0.9375
7616500632301,Baby Bunny,CHF,3.9,0.7
7616500635548,Mahony orange,CHF,2.4,1.0
7616500635913,Mix de dragées ,CHF,0.7764705882352941,0.7619047619047619
7616500639904,Truffes Assorties,CHF,4.173913043478261,1.0
7616500644403,Suprême Lait Noisettes,CHF,2.35,0.7777777777777778
7616500646803,Poule au chocolat au lait,CHF,2.1,0.8666666666666668
7616500647725,SUPRÊME LAIT TROIS NOIX Frey Suprême,CHF,2.35,0.8333333333333334
7616500648623,Les Exquises Mousse au Chocolat Noir,CHF,1.7666666666666668,0.5995370370370371
7616500653511,Noxana,CHF,4.95,1.0
7616500663091,Chocolat Duett lait et blond japonais,CHF,5.3,0.775
7616500904842,Suprême Noir Authentique,CHF,2.7,1.0
7616500912496,Noxana,CHF,4.95,1.0
7616500919631,Skai Sugarfree Gum,CHF,2.666666666666667,0.7407407407407408
7616500923393,Risoletto Classic,CHF,5.8,1.0
7616600380508,Sauce Tartare,CHF,1.2,1.0
7616600700405,Mascarpone,CHF,2.3600000000000003,1.0
7616600701716,Fit-Onnaise Classic,CHF,0.625,1.0
7616600702539,Demi-crème UHT,CHF,0.165,0.5909090909090908
7616600703239,Mousse au chocolat ,CHF,1.7666666666666668,1.0
7616600705066,Petits suisses,CHF,0.8166666666666668,0.8452380952380953
7616600706315,Birchermüesli Yogourt,CHF,0.3055555555555556,0.8571428571428572
7616600706667,Joghurt chocolat,CHF,1.0416666666666665,1.0
7616600708111,Cottage cheese,CHF,0.9250000000000002,1.0
7616600708272,Milch UHT Léger,CHF,0.145,0.8666666666666667
7616600708616,Crème avec chocolat en poudre M-Classic,CHF,0.33999999999999997,0.5648148148148148
7616600709736,Yogourt Nature,CHF,0.2222222222222222,0.8571428571428572
7616600710480,Tradition Crème Caramel,CHF,0.7428571428571429,1.0
7616600710763,Grande café Zero,CHF,4.230769230769231,0.6666666666666666
7616600710831,Passion Joghurt Stracciazella,CHF,0.5555555555555556,0.7142857142857143
7616600711104,Bifidus Drink Mokka,CHF,0.36,1.0
7616600805322,Joghurt Drink Mocca,CHF,0.5,0.6666666666666666
7616700002577,Toast & Sandwich,CHF,0.44,1.0
7616700002584,Toast soleil,CHF,0.5599999999999999,1.0
7616700002652,Tresse au beurre,CHF,2.6,0.7222222222222222
7616700004205,Bâtons Fourrés aux Noisettes,CHF,3.4000000000000004,0.7222222222222222
7616700006773,Panettoncino,CHF,1.6666666666666667,1.0
7616700009378,Petit pain au beurre,CHF,2.1,0.875
7616700013474,Madeleine pur beurre,CHF,1.1363636363636365,0.9666666666666667
7616700014884,Cornettes M-Classic,CHF,0.42500000000000004,0.6875
7616700020267,Feinste Leckerli,CHF,1.16,1.0
7616700020311,Weiche Leckerli,CHF,1.2,1.0
7616700025934,Baguettes,CHF,1.6818181818181819,0.8888888888888888
7616700026948,AMERICAN FAVORITES XL TOAST TERRASUISSE,CHF,0.3972602739726027,1.0
7616700037111,"Baguette Migros, Hell",CHF,1.6818181818181819,0.6666666666666666
7616700037210,Pain genevois,CHF,1.0263157894736843,0.5714285714285714
7616700092028,American Favorites XL toast,CHF,0.3972602739726027,1.0
7616700102017,Spaghetti,CHF,1.6923076923076925,1.0
7616700103755,Migros Butterzopf 300g,CHF,0.95,0.5833333333333334
7616700115512,Tagliatelle d'épeautre,CHF,0.8199999999999998,0.5909090909090908
7616700115635,Cœurs de France,CHF,1.54,0.6666666666666666
7616700126723,Tartelette au chocolat,CHF,1.7666666666666668,0.7000000000000001
7616700128536,Flûtes,CHF,2.076923076923077,1.0
7616700129939,Mini Pandorini,CHF,,0.6666666666666667
7616700142211,Pizza Margherita,CHF,0.28125000000000006,1.0
7616700143775,petit pain au lait,CHF,2.1,0.875
7616700165524,Pain carré clair,CHF,0.6792452830188679,0.7333333333333334
7616700165548,Pain carré foncé,CHF,0.6792452830188679,0.6
7616700175233,Tartelette vermicelle,CHF,1.7500000000000002,0.5909090909090908
7616700184914,Croissants Party,CHF,0.58,0.6
7616700188950,Pizza,CHF,0.28125000000000006,1.0
7616700190595,Penne Becs de plumes,CHF,0.24,1.0
7616700192797,Piadina,CHF,0.7833333333333333,1.0
7616700223910,Petit pain gourmet,CHF,1.4666666666666668,0.7999999999999999
76167700014709,M-CLASSIC Spaghetti,CHF,0.2466666666666667,1.0
7616800101446,Rösti,CHF,0.49000000000000005,1.0
7616800150109,Compote de pommes M-Classic,CHF,1.3928571428571428,0.6130952380952381
7616800204086,Ice Tea,CHF,4.875,1.0
7616800204093,Ice Tea Light Citron,CHF,1.25,0.7857142857142857
7616800204130,Ice Tea Light Citron,CHF,1.25,0.7857142857142857
